Date,CL1 Comdty - Last Price,CO1 Comdty - Last Price,CP1 Comdty - Last Price,SM1 Comdty - Last Price,C 1 Comdty - Last Price,GC1 Comdty - Last Price,HG1 Comdty - Last Price,HO1 Comdty - Last Price,JX1 Comdty - Last Price,LMAHDS03 Comdty - Last Price,LMCADS03 Comdty - Last Price,LMSNDS03 Comdty - Last Price,LMZSDS03 Comdty - Last Price,MO1 Comdty - Last Price,GC1 Comdty - Last Price_GC1,NG1 Comdty - Last Price,O 1 Comdty - Last Price,QS1 Comdty - Last Price,S 1 Comdty - Last Price,SI1 Comdty - Last Price,C 1 Comdty - Last Price_W 1,XB1 Comdty - Last Price
2015-08-24,38.24,42.69,36690.0,326.4,368 3/4,1153.4,225.9,139.29,43000.0,1521.0,4951.0,14055.0,1707.0,8.16,1153.4,2.65,215 3/4,428.5,892 3/4,14.762,368 3/4,147.1
2015-08-25,39.31,43.21,36300.0,327.6,365 1/2,1138.2,231.35,139.52,41600.0,1557.0,5065.0,14250.0,1738.0,8.23,1138.2,2.685,212 3/4,430.25,894 1/4,14.61,365 1/2,143.86
2015-08-26,38.6,43.14,36480.0,324.4,361 3/4,1124.6,224.8,138.09,44680.0,1531.5,4935.0,13945.0,1690.5,8.08,1124.6,2.693,210 3/4,424.75,877 3/4,14.041,361 3/4,135.49
2015-08-27,42.56,47.56,36540.0,322.9,363 3/4,1122.4,233.4,149.6,45440.0,1560.0,5140.0,13890.0,1752.0,8.03,1122.4,2.638,217,445.75,886 1/4,14.417,363 3/4,145.68
2015-08-28,45.22,50.05,37000.0,321.4,363 1/4,1133.5,234.65,157.64,49030.0,1603.0,5135.0,14200.0,1809.5,8.09,1133.5,2.715,234 1/2,477.5,893 1/4,14.535,363 1/4,152.18
2015-08-31,49.2,54.15,36950.0,320.9,363 3/4,1132.0,233.8,167.36,49750.0,,,,,8.05,1132.0,2.689,235 1/2,485.75,897 1/2,14.577,363 3/4,164.04
2015-09-01,45.41,49.56,38910.0,317.9,356,1139.3,230.25,157.79,51980.0,1603.0,5069.0,14680.0,1810.0,7.99,1139.3,2.702,224,481.75,884 3/4,14.613,356,139.56
2015-09-02,46.25,50.5,35070.0,318.1,354,1133.1,233.3,160.92,48650.0,1600.0,5120.0,15225.0,1818.5,8.1,1133.1,2.648,224 1/2,471.5,883 3/4,14.661,354,142.52
2015-09-03,46.75,50.68,36670.0,316.5,347 3/4,1124.0,239.0,161.88,50450.0,1630.0,5246.0,15200.0,1811.0,8.15,1124.0,2.725,222 3/4,495.25,879 3/4,14.702,347 3/4,143.71
2015-09-04,46.05,49.61,36180.0,313.9,349 1/2,1120.9,231.95,159.6,49840.0,1608.0,5120.0,15040.0,1785.0,8.07,1120.9,2.655,223 1/4,485.0,877 1/4,14.544,349 1/2,141.82
2015-09-07,,47.63,35490.0,,,,,,49300.0,1600.5,5148.0,14925.0,1772.0,8.06,,,,470.25,,,,
2015-09-08,45.94,49.52,34630.0,312.0,355,1120.7,243.85,159.38,48320.0,1631.0,5345.0,14855.0,1813.0,8.22,1120.7,2.71,233 1/2,481.0,890 3/4,14.75,355,140.21
2015-09-09,44.15,47.58,36050.0,312.5,356 1/2,1102.0,244.25,153.86,49920.0,1630.0,5365.0,14925.0,1818.0,8.25,1102.0,2.651,239 1/4,472.5,882 3/4,14.568,356 1/2,135.97
2015-09-10,45.92,48.89,34650.0,311.4,361 3/4,1109.3,245.45,157.47,48430.0,1637.5,5398.0,15375.0,1814.0,8.26,1109.3,2.683,238,472.5,884 1/2,14.634,361 3/4,139.36
2015-09-11,44.63,48.14,35480.0,314.1,374 1/2,1103.3,246.2,155.0,49370.0,1640.0,5370.0,15530.0,1813.0,8.24,1103.3,2.693,236,472.75,887 3/4,14.49,374 1/2,136.99
2015-09-14,44.0,46.37,34920.0,312.7,379,1107.5,241.4,150.35,48000.0,1621.0,5309.0,15600.0,1752.0,8.21,1107.5,2.758,230,464.25,882 3/4,14.357,379,130.43
2015-09-15,44.59,46.63,34140.0,318.6,390 1/2,1102.6,243.6,150.0,47030.0,1613.5,5347.0,15575.0,1738.0,8.15,1102.6,2.728,235 3/4,457.0,889,14.319,390 1/2,133.29
2015-09-16,47.15,49.75,34130.0,316.3,386,1119.0,246.15,154.14,47420.0,1626.5,5379.0,15675.0,1751.0,8.21,1119.0,2.66,233 3/4,477.0,887 1/4,14.878,386,138.21
2015-09-17,46.9,49.08,34990.0,313.2,379 3/4,1117.1,246.15,152.97,49100.0,1632.0,5390.0,15500.0,1736.0,8.21,1117.1,2.652,231 3/4,467.75,884 1/2,14.975,379 3/4,137.6
2015-09-18,44.68,47.47,34480.0,309.0,377 1/4,1138.1,239.7,149.07,47980.0,1624.0,5254.0,15175.0,1688.0,8.09,1138.1,2.605,230 1/2,463.25,867 1/4,15.154,377 1/4,135.62
2015-09-21,46.68,48.92,,309.6,384 1/2,1133.1,239.85,151.4,,1616.0,5269.0,15145.0,1657.0,7.96,1133.1,2.573,231 3/4,464.25,874 1/4,15.216,384 1/2,140.31
2015-09-22,45.83,49.08,,304.9,380 1/2,1125.0,230.7,153.2,,1589.0,5078.0,14800.0,1628.0,8.0,1125.0,2.577,226 1/2,459.75,861 3/4,14.75,380 1/2,141.64
2015-09-23,44.48,47.75,,303.1,383 1/4,1131.6,230.55,150.56,,1577.0,5057.0,14925.0,1651.0,8.05,1131.6,2.569,230,473.25,863 3/4,14.78,383 1/4,138.16
2015-09-24,44.91,48.17,34360.0,302.4,381 1/2,1153.8,231.2,152.37,47690.0,1579.0,5051.0,15200.0,1677.0,7.99,1153.8,2.591,226 1/4,465.25,868,15.125,381 1/2,136.52
2015-09-25,45.7,48.6,34460.0,308.7,389,1145.7,229.15,152.25,46230.0,1567.0,5023.0,15100.0,1632.0,7.98,1145.7,2.564,231 1/4,467.0,889 1/4,15.106,389,139.59
2015-09-28,44.43,47.34,34370.0,304.7,386 3/4,1131.7,225.6,147.72,48530.0,1551.0,4965.0,15650.0,1629.5,7.9,1131.7,2.563,229 1/4,456.5,876 3/4,14.538,386 3/4,134.88
2015-09-29,45.23,48.23,34280.0,305.7,389,1127.1,225.15,149.76,47790.0,1564.0,4970.0,15550.0,1656.0,7.98,1127.1,2.586,226 1/2,465.0,884 1/4,14.573,389,136.32
2015-09-30,45.09,48.37,34300.0,308.3,387 3/4,1115.5,234.1,151.26,48470.0,1577.0,5160.0,15525.0,1688.5,8.15,1115.5,2.524,226 3/4,464.0,892,14.518,387 3/4,138.94
2015-10-01,44.74,47.69,34920.0,302.6,388 3/4,1114.2,230.45,151.98,49060.0,1566.0,5095.0,15430.0,1687.5,8.17,1114.2,2.433,221,465.75,877 1/4,14.511,388 3/4,136.68
2015-10-02,45.54,48.13,34330.0,298.5,389 1/4,1137.1,232.55,151.99,48500.0,1558.0,5100.0,15575.0,1685.0,8.15,1137.1,2.451,212 1/4,452.25,874 1/4,15.263,389 1/4,134.14
2015-10-05,46.26,49.25,34660.0,301.0,393 1/2,1138.1,235.55,154.83,48780.0,1564.5,5177.0,15600.0,1666.0,8.21,1138.1,2.45,216,474.0,884 1/4,15.708,393 1/2,138.53
2015-10-06,48.53,51.92,35390.0,301.8,398 1/4,1146.8,235.5,161.15,49720.0,1553.0,5185.0,15700.0,1657.0,8.22,1146.8,2.47,219,486.25,888,15.984,398 1/4,143.62
2015-10-07,47.81,51.33,37180.0,305.2,395 3/4,1149.0,236.7,157.96,51760.0,1577.0,5187.0,16050.0,1693.0,8.11,1149.0,2.474,219 1/4,484.25,891,16.094,395 3/4,139.0
2015-10-08,49.43,53.05,36250.0,303.8,391 1/4,1144.7,234.3,160.18,50620.0,1561.0,5135.0,15900.0,1667.0,8.13,1144.7,2.498,218 3/4,480.75,881 1/4,15.766,391 1/4,140.78
2015-10-09,49.63,52.65,37590.0,306.9,382 3/4,1156.3,241.4,159.09,52460.0,1613.0,5295.0,16150.0,1836.0,8.35,1156.3,2.502,227 1/4,481.75,885 3/4,15.818,382 3/4,141.67
2015-10-12,47.1,49.86,,309.3,380 3/4,1164.9,241.55,150.24,,1594.0,5315.0,15890.0,1843.0,8.3,1164.9,2.535,228 1/2,481.75,887 1/2,15.864,380 3/4,134.11
2015-10-13,46.66,49.24,35500.0,320.7,384 1/2,1165.8,238.75,147.08,49950.0,1594.0,5273.0,15900.0,1820.0,8.33,1165.8,2.498,232,456.0,914,15.907,384 1/2,131.4
2015-10-14,46.64,49.15,35270.0,317.8,379,1180.1,241.55,148.33,49630.0,1593.0,5299.0,16100.0,1817.0,8.44,1180.1,2.518,231 3/4,453.75,910 1/2,16.117,379,130.83
2015-10-15,46.38,48.71,35140.0,314.0,375 1/2,1187.9,242.3,148.63,49400.0,1574.0,5308.0,16005.0,1827.0,8.43,1187.9,2.453,234 1/2,449.5,905 1/4,16.164,375 1/2,130.72
2015-10-16,47.26,50.46,35460.0,312.0,376 3/4,1183.6,240.35,149.66,49450.0,1572.5,5285.0,15925.0,1801.0,8.39,1183.6,2.43,230 3/4,456.25,898 1/4,16.114,376 3/4,132.8
2015-10-19,45.89,48.61,35350.0,310.8,373,1173.3,236.75,144.91,49300.0,1549.5,5206.0,15950.0,1794.0,8.35,1173.3,2.442,227,447.0,891,15.841,373,125.14
2015-10-20,45.55,48.71,34870.0,309.5,376 3/4,1178.0,236.55,144.87,48020.0,1545.0,5201.0,15925.0,1768.0,8.47,1178.0,2.476,224 3/4,442.75,896,15.917,376 3/4,127.83
2015-10-21,45.2,47.85,34920.0,310.5,380 3/4,1167.6,236.05,145.0,47820.0,1515.0,5175.0,15925.0,1730.0,8.45,1167.6,2.404,227 3/4,443.75,905 1/4,15.71,380 3/4,128.08
2015-10-22,45.38,48.08,34700.0,307.8,378 1/4,1166.6,238.35,146.5,47120.0,1490.0,5232.5,15855.0,1750.0,8.48,1166.6,2.386,225,444.5,898 3/4,15.837,378 1/4,130.67
2015-10-23,44.6,47.99,34800.0,305.1,379 3/4,1163.3,235.0,145.44,47850.0,1496.0,5176.0,15750.0,1755.0,8.63,1163.3,2.286,227 3/4,443.75,895 1/2,15.827,379 3/4,130.36
2015-10-26,43.98,47.54,34710.0,302.2,384 1/2,1167.0,235.7,142.59,48300.0,1479.0,5191.0,15500.0,1740.0,8.66,1167.0,2.062,228 3/4,440.25,885,15.905,384 1/2,128.79
2015-10-27,43.2,46.81,34580.0,304.7,380,1166.8,236.2,142.44,46920.0,1476.0,5220.0,15405.0,1740.0,8.61,1166.8,2.092,227 1/4,431.0,891 1/4,15.863,380,128.72
2015-10-28,45.94,49.05,34580.0,299.9,376,1177.1,236.25,148.39,46500.0,1483.0,5204.0,15200.0,1737.0,8.57,1177.1,2.033,227,451.75,881 1/2,16.293,376,135.01
2015-10-29,46.06,48.8,34710.0,301.6,380,1147.3,232.1,147.48,47860.0,1470.0,5130.0,15005.0,1703.0,8.68,1147.3,2.257,227,453.25,878 3/4,15.55,380,134.96
2015-10-30,46.59,49.56,34700.0,304.4,382 1/4,1141.4,231.75,149.94,48320.0,1478.5,5112.0,14995.0,1710.0,8.64,1141.4,2.321,227 1/4,455.25,883 3/4,15.567,382 1/4,140.5
2015-11-02,46.14,48.79,35570.0,302.2,376 1/2,1135.9,231.9,150.69,48880.0,1493.0,5125.0,14850.0,1684.0,8.6,1135.9,2.256,222 1/2,453.5,877 3/4,15.408,376 1/2,137.53
2015-11-03,47.9,50.54,,301.3,380 1/2,1114.1,233.05,156.6,,1501.0,5125.0,14850.0,1694.0,8.45,1114.1,2.253,225,465.5,878 1/2,15.239,380 1/2,144.55
2015-11-04,46.32,48.58,35860.0,301.8,380 1/2,1106.2,232.25,150.35,49780.0,1504.0,5134.0,14875.0,1682.0,8.4,1106.2,2.262,226,456.5,882,15.058,380 1/2,139.19
2015-11-05,45.2,47.98,34560.0,296.4,374 1/2,1104.2,225.5,148.72,48450.0,1507.0,5011.0,14650.0,1664.0,8.47,1104.2,2.364,224 1/2,451.25,867 3/4,14.983,374 1/2,136.1
2015-11-06,44.29,47.42,34580.0,295.7,373,1087.7,224.2,148.96,48810.0,1523.0,4987.0,14640.0,1660.5,8.41,1087.7,2.371,223 3/4,449.25,871 1/4,14.691,373,136.95
2015-11-09,43.87,47.19,34620.0,295.0,366 3/4,1088.1,223.0,147.74,49040.0,1512.0,4964.0,14575.0,1644.0,8.32,1088.1,2.3,224,448.0,873 1/2,14.413,366 3/4,137.05
2015-11-10,44.21,47.44,34330.0,292.2,359,1088.5,221.75,148.65,48850.0,1508.0,4925.5,14725.0,1607.0,8.44,1088.5,2.32,226 1/2,449.75,864 1/2,14.356,359,136.18
2015-11-11,42.93,45.81,34080.0,294.0,362 1/4,1084.9,221.8,144.77,48660.0,1518.0,4943.0,14825.0,1623.0,8.44,1084.9,2.263,234 3/4,439.0,868 1/2,14.263,362 1/4,132.94
2015-11-12,41.75,44.06,33500.0,291.4,362,1081.0,217.25,140.66,48040.0,1492.0,4823.5,14620.0,1615.0,8.37,1081.0,2.26,230,439.0,869 1/4,14.225,362,127.31
2015-11-13,40.74,43.61,32550.0,288.8,358 1/4,1080.9,216.8,138.13,46570.0,1491.0,4825.0,14750.0,1622.0,8.39,1080.9,2.361,231 1/2,426.25,859,14.204,358 1/4,123.89
2015-11-16,41.74,44.56,32160.0,288.8,360,1083.6,211.55,138.51,45850.0,1467.0,4690.0,14700.0,1587.0,8.53,1083.6,2.385,235,415.0,859 1/2,14.222,360,123.86
2015-11-17,40.67,43.57,32210.0,288.5,362,1068.6,210.4,136.81,46000.0,1474.0,4684.0,14700.0,1548.0,8.61,1068.6,2.371,237 3/4,423.25,864,14.171,362,123.8
2015-11-18,40.75,44.14,31900.0,285.6,361 3/4,1068.7,207.8,138.04,45270.0,1472.0,4611.0,14600.0,1517.0,8.58,1068.7,2.347,242 3/4,422.5,857 3/4,14.081,361 3/4,126.61
2015-11-19,40.54,44.18,32240.0,286.6,364 1/4,1077.9,207.65,137.18,45410.0,1466.0,4630.5,14650.0,1531.0,8.63,1077.9,2.276,247 3/4,427.0,860,14.222,364 1/4,128.79
2015-11-20,40.39,44.66,32140.0,283.0,363 1/4,1076.3,205.5,137.13,44630.0,1447.0,4580.0,14645.0,1566.0,8.51,1076.3,2.145,251,424.75,857 1/2,14.096,363 1/4,129.03
2015-11-23,41.75,44.83,,285.3,367 1/4,1066.8,202.1,137.43,,1435.5,4490.0,14355.0,1546.0,8.56,1066.8,2.21,243 3/4,432.5,864 1/4,14.032,367 1/4,131.34
2015-11-24,42.87,46.12,32170.0,283.8,364 1/4,1073.8,205.45,139.97,44400.0,1446.0,4608.0,14425.0,1580.5,8.65,1073.8,2.2,249 1/2,433.75,863 3/4,14.159,364 1/4,139.02
2015-11-25,43.04,46.17,32400.0,284.8,366,1070.0,204.6,140.27,44480.0,1460.0,4549.0,14745.0,1578.0,8.62,1070.0,2.206,244 1/4,428.75,875 1/4,14.158,366,139.61
2015-11-26,,45.46,32320.0,,,,,,45470.0,1501.0,4636.0,14925.0,1604.0,8.58,,,,421.5,,,,
2015-11-27,41.71,44.86,32230.0,282.4,359 1/4,1056.2,205.05,135.24,44920.0,1457.5,4573.0,15000.0,1549.0,8.58,1056.2,2.212,232 3/4,418.25,873,14.008,359 1/4,139.05
2015-11-30,41.65,44.61,32130.0,284.6,365,1065.8,204.45,133.69,44310.0,1446.0,4586.0,15050.0,1563.0,8.58,1065.8,2.235,248 3/4,419.5,881,14.05,365,135.87
2015-12-01,41.85,44.44,31920.0,285.7,367,1063.8,206.65,136.9,44450.0,1469.0,4632.0,15125.0,1575.0,8.56,1063.8,2.231,257 1/2,402.75,889 1/4,14.055,367,136.3
2015-12-02,39.94,42.49,31280.0,286.3,364,1054.2,202.9,130.49,44570.0,1485.5,4563.0,15025.0,1549.0,8.48,1054.2,2.165,264 1/4,393.0,892 1/4,13.979,364,129.31
2015-12-03,41.08,43.84,30870.0,287.1,370 1/4,1061.7,205.6,135.86,44320.0,1473.0,4556.0,14795.0,1521.5,8.59,1061.7,2.181,265,395.25,897 1/2,14.053,370 1/4,129.63
2015-12-04,39.97,43.0,30810.0,285.1,376 1/4,1084.5,207.4,134.24,44470.0,1514.5,4612.0,14850.0,1552.0,8.52,1084.5,2.186,260 1/2,395.75,906,14.505,376 1/4,127.02
2015-12-07,37.65,40.73,30000.0,278.9,368 1/2,1076.4,204.45,127.96,42500.0,1485.0,4557.0,14600.0,1531.0,8.41,1076.4,2.067,259 3/4,373.5,882 1/4,14.307,368 1/2,120.94
2015-12-08,37.51,40.26,28850.0,276.6,370,1076.3,204.8,125.92,40180.0,1477.0,4588.0,14400.0,1531.0,8.41,1076.3,2.07,266,368.25,876 3/4,14.091,370,120.36
2015-12-09,37.16,40.11,28470.0,278.8,371 3/4,1077.6,206.0,123.89,39860.0,1490.0,4580.0,14550.0,1533.0,8.4,1077.6,2.062,262 1/4,363.25,876 3/4,14.164,371 3/4,123.17
2015-12-10,36.76,39.73,28230.0,274.2,377 1/4,1073.1,206.5,122.51,38980.0,1491.0,4590.0,14540.0,1532.0,8.36,1073.1,2.015,261 1/2,363.25,878 1/4,14.085,377 1/4,128.02
2015-12-11,35.62,37.93,28010.0,272.2,373,1076.9,210.8,114.56,38250.0,1482.0,4703.0,14600.0,1552.0,8.07,1076.9,1.99,256 1/2,343.25,870 3/4,13.859,373,128.15
2015-12-14,36.31,37.92,26870.0,277.8,381 3/4,1064.7,210.4,112.77,36690.0,1491.5,4672.0,14725.0,1552.0,8.07,1064.7,1.894,248 1/2,331.25,874 1/4,13.666,381 3/4,125.58
2015-12-15,37.35,38.45,26810.0,271.8,377 1/4,1062.9,205.1,114.67,36370.0,1471.0,4565.0,14550.0,1504.0,8.21,1062.9,1.822,227 3/4,345.75,867 1/4,13.74,377 1/4,124.44
2015-12-16,35.52,37.19,27260.0,269.9,369 3/4,1078.0,206.1,111.22,37910.0,1486.0,4609.0,14640.0,1520.0,8.16,1078.0,1.79,223,337.5,862 1/2,14.218,369 3/4,123.28
2015-12-17,34.95,37.06,26770.0,275.9,374 1/4,1050.8,203.45,110.53,36840.0,1476.0,4545.0,14575.0,1495.0,8.1,1050.8,1.755,228,336.0,877,13.683,374 1/4,126.16
2015-12-18,34.73,36.88,26770.0,281.0,374 1/2,1066.2,210.3,110.71,36840.0,1505.5,4685.0,14745.0,1516.0,8.09,1066.2,1.767,226 1/2,343.5,892 1/4,14.08,374 1/2,127.46
2015-12-21,34.74,36.35,26400.0,279.0,372,1081.9,212.9,110.04,36120.0,1513.0,4738.0,14650.0,1533.0,8.22,1081.9,1.911,225,329.0,891 1/4,14.301,372,120.94
2015-12-22,36.14,36.11,26540.0,276.9,366 1/4,1074.8,209.7,108.76,36730.0,1507.0,4665.5,14640.0,1517.0,8.28,1074.8,1.888,225,334.25,885 1/4,14.302,366 1/4,117.49
2015-12-23,37.5,37.36,,272.4,365 1/2,1069.4,211.15,111.92,,1536.0,4720.0,14620.0,1555.0,8.25,1069.4,1.983,221 3/4,336.5,881 3/4,14.277,365 1/2,124.14
2015-12-24,38.1,37.89,26780.0,269.0,364 1/2,1077.2,211.15,110.09,37350.0,1533.0,4692.0,14555.0,1549.0,8.21,1077.2,2.029,219 1/2,339.75,875 1/4,14.369,364 1/2,126.43
2015-12-25,,,26550.0,,,,,,37430.0,,,,,,,,,,,,,
2015-12-28,36.81,36.62,26610.0,267.3,361,1070.5,206.65,109.04,37800.0,,,,,8.33,1070.5,2.228,223 3/4,336.0,865,13.873,361,123.26
2015-12-29,37.87,37.79,26460.0,268.5,362 1/2,1077.5,212.5,112.95,36990.0,1535.0,4729.0,14700.0,1602.0,8.3,1077.5,2.372,220 1/2,341.25,870,13.917,362 1/2,127.6
2015-12-30,36.6,36.46,26500.0,265.8,359,1059.8,214.65,107.91,37160.0,1528.0,4735.0,14650.0,1632.0,8.24,1059.8,2.214,218 1/4,331.25,875 1/2,13.842,359,123.0
2015-12-31,37.04,37.28,,264.3,358 3/4,1060.2,213.5,110.07,,1507.0,4705.0,14555.0,1609.0,8.25,1060.2,2.337,217 1/4,326.25,871 1/4,13.803,358 3/4,126.71
2016-01-04,36.76,37.22,25340.0,263.2,351 1/2,1075.2,207.95,112.64,35560.0,1473.0,4609.5,14400.0,1568.0,8.07,1075.2,2.334,210 1/2,328.0,864 1/2,13.841,351 1/2,129.07
2016-01-05,35.97,36.42,24330.0,265.3,353,1078.4,209.55,112.53,34160.0,1463.0,4645.0,14155.0,1573.0,8.02,1078.4,2.325,210 1/4,329.25,867 3/4,13.971,353,125.67
2016-01-06,33.97,34.23,23330.0,266.9,353 1/4,1091.9,208.8,108.07,32240.0,1475.0,4620.0,13800.0,1546.0,7.77,1091.9,2.267,212,314.75,875 3/4,13.976,353 1/4,116.18
2016-01-07,33.27,33.75,21110.0,266.2,353,1107.8,202.2,106.56,30390.0,1475.0,4524.0,13730.0,1506.0,7.56,1107.8,2.382,208 3/4,316.0,877,14.344,353,114.6
2016-01-08,33.16,33.55,22200.0,267.9,357,1097.9,202.2,105.21,30790.0,1492.5,4485.0,13750.0,1509.0,7.42,1097.9,2.472,210 3/4,296.75,879 1/2,13.918,357,112.77
2016-01-11,31.41,31.55,,268.8,351 3/4,1096.2,197.25,101.49,,1460.0,4387.0,13650.0,1482.0,7.14,1096.2,2.396,199,289.25,881,13.866,351 3/4,111.3
2016-01-12,30.44,30.86,19820.0,274.7,356 3/4,1085.2,195.9,99.01,27820.0,1450.0,4352.0,13450.0,1468.0,7.11,1085.2,2.257,205 1/2,289.25,890 3/4,13.751,356 3/4,108.48
2016-01-13,30.48,30.31,20410.0,272.9,358,1087.1,195.6,96.94,28210.0,1462.0,4392.0,13305.0,1495.0,7.25,1087.1,2.269,205,287.5,899,14.156,358,105.28
2016-01-14,31.2,31.03,19990.0,269.7,358,1073.6,197.6,98.08,27120.0,1482.5,4415.5,13350.0,1511.0,7.1,1073.6,2.139,200 1/4,283.25,896,13.748,358,106.84
2016-01-15,29.42,28.94,20030.0,270.7,363 1/4,1090.7,194.35,93.43,28240.0,1473.0,4331.0,13300.0,1476.0,6.68,1090.7,2.1,198 3/4,278.75,879,13.896,363 1/4,102.12
2016-01-18,,28.55,19190.0,,,,,,27580.0,1480.0,4377.0,13325.0,1496.0,6.73,,,,271.75,,,,
2016-01-19,28.46,28.76,19670.0,271.3,367 3/4,1089.1,197.75,90.87,28860.0,1481.0,4408.0,13300.0,1506.5,6.82,1089.1,2.091,207 1/2,270.5,883 1/2,14.121,367 3/4,102.62
2016-01-20,26.55,27.88,19100.0,269.8,368 3/4,1106.2,195.95,86.57,28140.0,1469.0,4359.0,13475.0,1483.0,6.32,1106.2,2.118,204 1/2,247.25,874,14.16,368 3/4,101.77
2016-01-21,29.53,29.25,19100.0,272.2,367,1098.2,199.65,89.75,29060.0,1482.0,4430.0,13630.0,1507.0,6.18,1098.2,2.138,203 3/4,259.0,878 1/2,14.094,367,103.12
2016-01-22,32.19,32.18,19790.0,268.5,370 1/4,1096.3,200.25,99.57,31190.0,1481.5,4443.0,13690.0,1510.0,6.33,1096.3,2.139,205 1/2,284.0,876 1/2,14.057,370 1/4,108.38
2016-01-25,30.34,30.5,20480.0,272.5,369 3/4,1105.3,199.8,93.53,32190.0,1476.0,4417.0,13675.0,1515.0,5.88,1105.3,2.158,205 1/4,277.25,880 1/2,14.254,369 3/4,103.0
2016-01-26,31.45,31.8,19500.0,269.9,369 1/4,1120.2,203.75,96.77,29660.0,1495.0,4539.0,14175.0,1590.0,6.08,1120.2,2.18,201 1/2,282.75,876 1/2,14.564,369 1/4,104.72
2016-01-27,32.3,33.1,19800.0,272.5,369 1/4,1115.8,206.4,102.52,32900.0,1526.0,4590.0,14450.0,1615.0,5.91,1115.8,2.189,201,292.0,883,14.459,369 1/4,104.57
2016-01-28,33.22,33.89,19820.0,266.9,365 1/2,1115.6,205.15,103.09,33030.0,1513.5,4530.0,14250.0,1577.5,6.07,1115.6,2.182,199,307.75,867 3/4,14.232,365 1/2,107.9
2016-01-29,33.62,34.74,19960.0,272.4,372,1116.4,206.7,105.51,35080.0,1519.0,4561.0,14850.0,1623.0,6.05,1116.4,2.298,200 3/4,304.0,882 1/4,14.243,372,110.31
2016-02-01,31.62,34.24,24100.0,271.0,371 1/4,1127.9,205.55,103.65,35150.0,1521.0,4560.0,14805.0,1648.0,5.69,1127.9,2.152,197 1/4,298.75,880 3/4,14.343,371 1/4,108.3
2016-02-02,29.88,32.72,22220.0,274.6,372 1/2,1127.3,205.5,101.09,34100.0,1501.0,4549.0,14750.0,1674.0,5.82,1127.3,2.025,200 1/4,291.0,886 1/4,14.289,372 1/2,100.08
2016-02-03,32.28,35.04,21380.0,270.1,371,1141.3,209.5,107.86,33300.0,1525.0,4635.0,14900.0,1696.0,5.62,1141.3,2.038,196 1/2,304.25,876 3/4,14.734,371,101.37
2016-02-04,31.72,34.46,23360.0,267.6,368 1/2,1157.6,213.15,108.05,35410.0,1534.5,4687.0,15000.0,1715.0,5.6,1157.6,1.972,196 1/4,312.0,874 1/2,14.85,368 1/2,102.84
2016-02-05,30.89,34.06,22230.0,265.0,365 3/4,1157.8,210.3,105.9,34000.0,1499.0,4630.0,15150.0,1677.0,5.54,1157.8,2.063,197,305.5,867 1/2,14.778,365 3/4,99.27
2016-02-08,29.69,32.88,22350.0,264.5,362 1/4,1197.9,209.05,104.64,33950.0,1502.0,4610.5,15675.0,1723.0,5.23,1197.9,2.14,199,304.5,862 1/2,15.426,362 1/4,95.61
2016-02-09,27.94,30.32,20790.0,263.1,361,1198.7,203.95,97.49,31880.0,1481.0,4509.0,15710.0,1684.0,4.95,1198.7,2.098,195 3/4,287.0,863 1/4,15.449,361,89.89
2016-02-10,27.45,30.84,19520.0,261.0,360 1/4,1194.7,202.7,97.49,30180.0,1480.0,4444.0,15800.0,1708.0,4.87,1194.7,2.046,189 1/4,276.25,862 1/4,15.282,360 1/4,94.25
2016-02-11,26.21,30.06,,263.7,360 1/4,1247.9,200.65,97.91,,1484.5,4445.0,15575.0,1706.0,4.73,1247.9,1.994,191 1/2,276.25,873 1/2,15.794,360 1/4,94.17
2016-02-12,29.44,33.36,19970.0,262.0,358 3/4,1239.1,202.9,106.93,30890.0,1500.0,4500.0,15425.0,1705.0,5.05,1239.1,1.966,196 1/4,311.75,872 3/4,15.79,358 3/4,104.32
2016-02-15,,33.39,21160.0,,,,,,31940.0,1511.0,4562.0,15305.0,1685.0,4.79,,,,312.5,,,,
2016-02-16,29.04,32.18,21680.0,264.8,363,1207.9,205.1,102.7,32910.0,1522.0,4557.0,15400.0,1660.0,4.68,1207.9,1.903,199 1/4,305.75,879 3/4,15.334,363,97.09
2016-02-17,30.66,34.5,20690.0,263.6,367 1/4,1211.1,207.55,108.79,30900.0,1519.0,4589.0,15655.0,1645.0,5.08,1211.1,1.942,200 1/2,320.75,882 1/2,15.377,367 1/4,100.34
2016-02-18,30.77,34.28,21650.0,263.5,365 1/2,1226.1,207.35,107.92,32750.0,1517.0,4575.5,15625.0,1697.0,5.25,1226.1,1.852,198 1/2,321.25,879 3/4,15.432,365 1/2,97.24
2016-02-19,29.64,33.01,21300.0,264.5,365 1/2,1230.4,207.65,102.55,32110.0,1549.0,4621.0,15775.0,1744.5,5.16,1230.4,1.804,192,307.75,878 1/4,15.373,365 1/2,95.94
2016-02-22,31.48,34.69,21130.0,264.9,367 1/2,1209.5,211.5,105.51,32610.0,1574.0,4694.0,15730.0,1781.0,5.41,1209.5,1.821,187 3/4,317.25,881,15.184,367 1/2,100.06
2016-02-23,31.87,33.27,21280.0,263.2,362,1222.3,210.55,102.21,33230.0,1548.0,4645.0,16025.0,1737.0,4.9,1222.3,1.782,182 3/4,302.0,869 1/4,15.24,362,96.63
